result_ID,race_ID,driver_ID,constructor_ID,q1_time,q2_time,q3_time,starting_position,race_position,points,total_laps,total_time,total_time_ms,fastest_lap,status
16132,633,238,200,,,,13,18,0,24,,,,Ignition
16133,633,243,63,,,,19,20,0,9,,,,Fuel pressure
16134,633,278,82,,,,3,3,4,75,58.1,6601500,,Finished
16135,633,280,200,,,,11,14,0,53,,,,Engine
16136,633,289,34,,,,10,22,0,5,,,,Steering
16137,633,304,1,,,,9,5,2,75,+1:27.0,6630400,,Finished
16138,633,306,82,,,,6,6,1,74,,,,+1 Lap
16139,633,307,66,,,,17,10,0,71,,,,+4 Laps
16140,633,314,34,,,,21,9,0,72,,,,+3 Laps
16141,633,317,180,,,,16,12,0,58,,,,Not classified
16142,633,320,1,,,,7,8,0,73,,,,+2 Laps
16143,633,327,25,,,,12,7,0,74,,,,+1 Lap
16144,633,328,25,,,,4,1,9,75,49:03.4,6543400,,Finished
16145,633,333,199,,,,18,17,0,26,,,,Transmission
16146,633,339,200,,,,20,16,0,46,,,,Fuel pump
16147,633,341,63,,,,22,11,0,67,,,,+8 Laps
16148,633,345,66,,,,5,4,3,75,+1:17.9,6621300,,Finished
16149,633,346,66,,,,15,21,0,5,,,,Gearbox
16150,634,207,6,,,,0,20,0,0,,,,Did not qualify
16151,634,223,6,,,,11,14,0,24,,,,Accident
16152,634,224,180,,,,17,5,2,79,,,,+1 Lap
16153,634,235,6,,,,2,3,4,80,53.3,6794600,,Finished
16154,634,238,200,,,,6,2,6,80,25.6,6766900,,Finished
16155,634,243,63,,,,16,6,1,79,,,,+1 Lap
16156,634,278,82,,,,4,13,0,45,,,,Differential
16157,634,280,200,,,,13,8,0,77,,,,+3 Laps
16158,634,289,34,,,,9,18,0,1,,,,Accident
16159,634,304,1,,,,6,4,3,80,+1:06.7,6808000,,Finished
16160,634,306,82,,,,7,12,0,47,,,,Differential
16161,634,307,66,,,,0,19,0,0,,,,Did not qualify
16162,634,314,34,,,,18,10,0,76,,,,+4 Laps
16163,634,317,180,,,,12,16,0,21,,,,Wheel bearing
16164,634,320,1,,,,14,15,0,22,,,,Accident
16165,634,327,25,,,,15,17,0,5,,,,Accident
16166,634,328,25,,,,1,1,9,80,52:21.3,6741300,,Finished
16167,634,339,200,,,,0,21,0,0,,,,Did not qualify
16168,634,341,63,,,,10,7,0,79,,,,+1 Lap
16169,634,342,200,,,,0,22,0,0,,,,Did not qualify
16170,634,345,66,,,,5,9,0,76,,,,+4 Laps
16171,634,346,66,,,,3,11,0,58,,,,Oil pipe
16172,635,207,6,,,,16,21,0,5,,,,Fuel pump
16173,635,223,6,,,,4,3,4,69,,,,+1 Lap
16174,635,235,6,,,,1,1,9,70,56:20.0,6980000,,Finished
16175,635,238,200,,,,13,4,3,68,,,,+2 Laps
16176,635,243,63,,,,18,19,0,19,,,,Disqualified
16177,635,278,82,,,,5,23,0,2,,,,Spun off
16178,635,280,200,,,,15,13,0,62,,,,Not classified
16179,635,289,34,,,,16,10,0,65,,,,+5 Laps
16180,635,298,63,,,,21,8,0,65,,,,+5 Laps
16181,635,304,1,,,,14,12,0,63,,,,+7 Laps
16182,635,306,82,,,,11,9,0,65,,,,+5 Laps
16183,635,307,66,,,,9,7,0,66,,,,+4 Laps
16184,635,314,34,,,,19,17,0,39,,,,Suspension
16185,635,317,180,,,,4,20,0,17,,,,Disqualified
16186,635,320,1,,,,23,15,0,60,,,,Not classified
16187,635,327,25,,,,12,18,0,29,,,,Accident
16188,635,328,25,,,,3,11,0,65,,,,+5 Laps
16189,635,338,201,,,,22,22,0,5,,,,Accident
16190,635,339,200,,,,17,16,0,57,,,,Engine
16191,635,341,63,,,,7,5,2,68,,,,+2 Laps
16192,635,342,200,,,,24,14,0,60,,,,Not classified
16193,635,345,66,,,,2,2,6,70,7.99,6987990,,Finished
16194,635,346,66,,,,8,6,1,68,,,,+2 Laps
16195,636,223,6,,,,2,19,0,20,,,,Accident
16196,636,224,180,,,,17,3,4,55,34.07,6436370,,Finished
16197,636,235,6,,,,3,22,0,4,,,,Engine
16198,636,238,199,,,,12,20,0,19,,,,Engine
16199,636,243,63,,,,10,11,0,53,,,,+2 Laps
16200,636,278,82,,,,9,5,2,55,41.08,6443380,,Finished
16201,636,280,200,,,,18,15,0,45,,,,Gearbox
16202,636,289,34,,,,4,16,0,34,,,,Oil pipe
16203,636,304,1,,,,11,21,0,16,,,,Ignition
16204,636,306,82,,,,8,7,0,55,+1:16.93,6479230,,Finished
16205,636,307,66,,,,16,10,0,54,,,,+1 Lap
16206,636,314,34,,,,14,12,0,50,,,,Oil pressure
16207,636,317,180,,,,15,6,1,55,+1:16.02,6478320,,Finished
16208,636,320,1,,,,19,9,0,54,,,,+1 Lap
16209,636,327,25,,,,7,2,6,55,28.12,6430420,,Finished
16210,636,328,25,,,,1,1,9,55,46:42.3,6402300,,Finished
16211,636,333,199,,,,20,17,0,31,,,,Engine
16212,636,339,200,,,,21,23,0,4,,,,Fuel pump
16213,636,341,63,,,,13,8,0,55,+1:24.91,6487210,,Finished
16214,636,345,66,,,,5,18,0,27,,,,Ignition
16215,636,346,66,,,,6,4,3,55,37.17,6439470,,Finished
16216,636,348,200,,,,23,13,0,50,,,,+5 Laps
16217,636,349,200,,,,22,14,0,46,,,,Not classified
16218,637,223,6,,,,1,17,0,48,,,,Oil pressure
16219,637,224,180,,,,4,3,4,68,50.5,5542000,,Finished
16220,637,235,6,,,,6,16,0,51,,,,Engine
16221,637,238,200,,,,5,2,6,68,36.1,5527600,,Finished
16222,637,243,63,,,,12,5,2,67,,,,+1 Lap
16223,637,262,1,,,,16,24,0,0,,,,Accident
16224,637,278,82,,,,9,18,0,35,,,,Engine
16225,637,280,200,,,,17,4,3,67,,,,+1 Lap
16226,637,289,34,,,,22,23,0,0,,,,Accident
16227,637,293,180,,,,13,22,0,1,,,,Engine
16228,637,304,1,,,,8,19,0,32,,,,Engine
16229,637,306,82,,,,15,7,0,66,,,,+2 Laps
16230,637,307,66,,,,11,8,0,66,,,,+2 Laps
16231,637,314,34,,,,7,12,0,63,,,,Gearbox
16232,637,317,201,,,,19,13,0,57,,,,Not classified
16233,637,320,1,,,,14,15,0,53,,,,Engine
16234,637,321,63,,,,23,20,0,23,,,,Suspension
16235,637,327,25,,,,10,10,0,65,,,,+3 Laps
16236,637,328,25,,,,2,1,9,68,31:31.5,5491500,,Finished
16237,637,329,200,,,,20,21,0,21,,,,Oil pressure
16238,637,330,200,,,,21,11,0,65,,,,+3 Laps
16239,637,333,199,,,,24,14,0,56,,,,Not classified
16240,637,341,63,,,,11,6,1,67,,,,+1 Lap
16241,637,346,66,,,,3,9,0,66,,,,+2 Laps
16242,638,207,6,,,,11,4,3,12,+2:05.0,5481300,,Finished
16243,638,223,6,,,,4,3,4,12,37.1,5393400,,Finished
16244,638,224,180,,,,8,13,0,8,,,,Oil leak
16245,638,235,6,,,,2,22,0,1,,,,Accident
16246,638,238,200,,,,3,5,2,12,+2:29.1,5505400,,Finished
16247,638,243,63,,,,12,10,0,11,,,,+1 Lap
16248,638,278,82,,,,16,15,0,6,,,,Accident
16249,638,280,200,,,,10,16,0,5,,,,Suspension
16250,638,289,34,,,,13,9,0,12,+6:37.0,5753300,,Finished
16251,638,304,1,,,,6,18,0,3,,,,Fuel leak
16252,638,307,66,,,,14,20,0,2,,,,Engine
16253,638,314,34,,,,9,6,1,12,+2:58.6,5534900,,Finished
16254,638,317,180,,,,17,8,0,12,+6:31.7,5748000,,Finished
16255,638,320,1,,,,19,17,0,5,,,,Accident
16256,638,327,25,,,,5,2,6,12,30.1,5386400,,Finished
16257,638,328,25,,,,1,1,9,12,29:16.3,5356300,,Finished
16258,638,329,200,,,,22,19,0,3,,,,Disqualified
16259,638,330,199,,,,21,12,0,10,,,,+2 Laps
16260,638,333,199,,,,20,21,0,2,,,,Injection
16261,638,341,63,,,,15,7,0,12,+3:19.0,5555300,,Finished
16262,638,346,66,,,,3,14,0,6,,,,Disqualified
16263,638,347,1,,,,0,23,0,0,,,,Did not qualify
16264,638,350,66,,,,18,11,0,11,,,,+1 Lap
16265,639,182,200,,,,21,17,0,20,,,,Handling
16266,639,223,6,,,,4,19,0,8,,,,Engine
16267,639,224,180,,,,5,2,6,54,4.12,5428030,,Finished
16268,639,235,6,,,,6,16,0,31,,,,Engine
16269,639,238,200,,,,11,8,0,53,,,,+1 Lap
16270,639,243,63,,,,12,7,0,54,+1:37.42,5521330,,Finished
16271,639,262,1,,,,22,9,0,53,,,,+1 Lap
16272,639,280,200,,,,13,6,1,54,+1:24.51,5508420,,Finished
16273,639,289,34,,,,8,5,2,54,48.43,5472340,,Finished
16274,639,304,1,,,,9,21,0,4,,,,Engine
16275,639,307,66,,,,14,20,0,5,,,,Ignition
16276,639,314,34,,,,7,3,4,54,19.77,5443680,,Finished
16277,639,317,180,,,,10,4,3,54,31.87,5455780,,Finished
16278,639,320,66,,,,16,10,0,52,,,,+2 Laps
16279,639,327,25,,,,3,14,0,42,,,,Engine
16280,639,328,25,,,,2,15,0,35,,,,Halfshaft
16281,639,329,200,,,,19,13,0,47,,,,Not classified
16282,639,330,199,,,,15,12,0,51,,,,+3 Laps
16283,639,337,66,,,,17,11,0,52,,,,+2 Laps
16284,639,341,63,,,,18,18,0,12,,,,Engine
16285,639,346,66,,,,1,1,9,54,30:23.9,5423910,,Finished
16286,639,347,1,,,,20,22,0,0,,,,Fuel leak
16287,640,197,200,,,,24,12,0,47,,,,Not classified
16288,640,223,6,,,,8,16,0,17,,,,Engine
16289,640,224,201,,,,18,8,0,54,,,,+1 Lap
16290,640,235,6,,,,2,17,0,15,,,,Engine
16291,640,238,200,,,,6,2,6,55,0.01,4692610,,Finished
16292,640,243,63,,,,23,24,0,0,,,,Accident
16293,640,262,1,,,,13,7,0,55,+1:24.83,4777430,,Finished
16294,640,278,82,,,,1,6,1,55,32.36,4724960,,Finished
16295,640,280,200,,,,10,14,0,40,,,,Suspension
16296,640,289,34,,,,14,11,0,47,,,,Gearbox
16297,640,305,63,,,,17,4,3,55,0.18,4692780,,Finished
16298,640,307,66,,,,4,5,2,55,0.61,4693210,,Finished
16299,640,314,34,,,,9,20,0,5,,,,Suspension
16300,640,320,66,,,,11,1,9,55,18:12.6,4692600,,Finished
16301,640,327,25,,,,5,3,4,55,0.09,4692690,,Finished
16302,640,328,25,,,,7,18,0,15,,,,Engine
16303,640,329,200,,,,16,13,0,41,,,,Engine
16304,640,330,200,,,,19,19,0,11,,,,Electrical
16305,640,333,199,,,,20,15,0,33,,,,Engine
16306,640,337,66,,,,12,22,0,3,,,,Engine
16307,640,341,63,,,,15,23,0,3,,,,Engine
16308,640,346,66,,,,3,9,0,53,,,,+2 Laps
16309,640,347,1,,,,21,10,0,51,,,,+4 Laps
16310,640,351,85,,,,22,21,0,5,,,,Suspension
16311,641,207,6,,,,13,13,0,60,,,,+4 Laps
16312,641,223,6,,,,18,22,0,7,,,,Accident
16313,641,224,180,,,,4,7,0,62,,,,+2 Laps
16314,641,235,6,,,,12,8,0,62,,,,+2 Laps
16315,641,238,200,,,,6,2,6,64,38.3,6951400,,Finished
16316,641,243,63,,,,23,19,0,26,,,,Overheating
16317,641,278,82,,,,5,10,0,61,,,,+3 Laps
16318,641,288,1,,,,8,3,4,64,+1:35.8,7008900,,Finished
16319,641,289,34,,,,15,23,0,2,,,,Accident
16320,641,304,1,,,,10,4,3,63,,,,+1 Lap
16321,641,306,82,,,,11,20,0,15,,,,Accident
16322,641,307,66,,,,9,25,0,0,,,,Accident
16323,641,314,34,,,,17,24,0,1,,,,Ignition
16324,641,317,180,,,,7,5,2,63,,,,+1 Lap
16325,641,320,66,,,,16,14,0,59,,,,+5 Laps
16326,641,327,25,,,,3,6,1,62,,,,+2 Laps
16327,641,328,25,,,,1,1,9,64,55:13.1,6913100,,Finished
16328,641,329,200,,,,22,17,0,56,,,,Not classified
16329,641,330,200,,,,20,16,0,57,,,,+7 Laps
16330,641,337,66,,,,19,12,0,60,,,,+4 Laps
16331,641,341,63,,,,14,11,0,60,,,,+4 Laps
16332,641,342,200,,,,24,21,0,13,,,,Oil pressure
16333,641,346,66,,,,2,9,0,61,,,,+3 Laps
16334,641,352,66,,,,21,15,0,59,,,,+5 Laps
16335,641,353,180,,,,25,18,0,55,,,,Not classified
16336,641,354,34,,,,0,26,0,0,,,,Did not qualify
16337,642,223,6,,,,4,6,1,59,+1:16.426,6308417,,Finished
16338,642,224,180,,,,2,20,0,49,,,,Not classified
16339,642,235,6,,,,7,19,0,49,,,,Alternator
16340,642,238,200,,,,11,3,4,59,44.07,6276061,,Finished
16341,642,278,82,,,,8,12,0,57,,,,+2 Laps
16342,642,280,200,,,,20,26,0,23,,,,Engine
16343,642,289,34,,,,18,7,0,58,,,,+1 Lap
16344,642,304,1,,,,3,22,0,47,,,,Accident
16345,642,305,63,,,,14,15,0,54,,,,Accident
16346,642,306,82,,,,10,8,0,58,,,,+1 Lap
16347,642,307,66,,,,12,4,3,59,56.749,6288740,,Finished
16348,642,309,25,,,,19,29,0,1,,,,Clutch
16349,642,314,34,,,,15,23,0,41,,,,Engine
16350,642,317,180,,,,9,28,0,5,,,,Brakes
16351,642,320,66,,,,21,9,0,58,,,,+1 Lap
16352,642,322,1,,,,22,10,0,58,,,,+1 Lap
16353,642,327,25,,,,5,1,9,59,43:52.0,6231991,,Finished
16354,642,328,25,,,,1,5,2,59,+1:00.003,6291994,,Finished
16355,642,330,200,,,,23,27,0,11,,,,Wheel
16356,642,333,199,,,,26,11,0,57,,,,+2 Laps
16357,642,337,66,,,,16,13,0,57,,,,+2 Laps
16358,642,341,63,,,,13,17,0,54,,,,+5 Laps
16359,642,342,200,,,,25,18,0,52,,,,Not classified
16360,642,344,63,,,,17,25,0,15,,,,Engine
16361,642,346,66,,,,6,2,6,59,40.062,6272053,,Finished
16362,642,347,1,,,,28,16,0,54,,,,Out of fuel
16363,642,353,180,,,,29,21,0,49,,,,Not classified
16364,642,354,34,,,,27,24,0,30,,,,Suspension
16365,642,355,66,,,,24,14,0,56,,,,+3 Laps
16366,643,207,37,,,,11,20,0,26,,,,Overheating
16367,643,235,6,,,,5,14,0,60,,,,Engine
16368,643,243,34,,,,15,21,0,23,,,,Engine
16369,643,262,66,,,,12,22,0,22,,,,Gearbox
16370,643,278,37,,,,2,23,0,14,,,,Overheating
16371,643,280,82,,,,18,7,0,78,,,,+2 Laps
16372,643,289,32,,,,19,6,1,79,,,,+1 Lap
16373,643,293,32,,,,13,12,0,73,,,,Engine
16374,643,304,187,,,,6,2,6,80,8.1,6583500,,Finished
16375,643,306,82,,,,8,4,3,80,+1:13.1,6648500,,Finished
16376,643,328,37,,,,1,3,4,80,17.1,6592500,,Finished
16377,643,340,32,,,,22,8,0,78,,,,+2 Laps
16378,643,341,187,,,,7,15,0,60,,,,Engine
16379,643,345,66,,,,16,9,0,76,,,,+4 Laps
16380,643,346,37,,,,9,10,0,75,,,,+5 Laps
16381,643,352,66,,,,23,16,0,58,,,,Engine
16382,643,356,34,,,,3,1,9,80,49:35.4,6575400,,Finished
16383,643,357,32,,,,14,5,2,79,,,,+1 Lap
16384,643,358,32,,,,4,13,0,72,,,,Engine
16385,643,359,37,,,,17,17,0,57,,,,Engine
16386,643,360,187,,,,10,18,0,39,,,,Engine
16387,643,361,86,,,,20,19,0,39,,,,Accident
16388,643,362,34,,,,21,11,0,75,,,,+5 Laps
16389,644,207,37,,,,16,3,4,89,,,,+1 Lap
16390,644,235,6,,,,7,15,0,0,,,,Accident
16391,644,243,34,,,,17,8,0,43,,,,Engine
16392,644,262,66,,,,10,16,0,0,,,,Accident
16393,644,278,37,,,,6,12,0,10,,,,Engine
16394,644,280,82,,,,9,9,0,33,,,,Engine
16395,644,289,32,,,,15,4,3,89,,,,+1 Lap
16396,644,304,187,,,,2,11,0,10,,,,Ignition
16397,644,306,82,,,,4,10,0,31,,,,Engine
16398,644,328,37,,,,3,1,9,90,10:58.2,7858200,,Finished
16399,644,333,198,,,,0,18,0,0,,,,Did not qualify
16400,644,339,32,,,,0,22,0,0,,,,Did not qualify
16401,644,341,187,,,,12,6,0,76,,,,Gearbox
16402,644,345,66,,,,5,14,0,4,,,,Withdrew
16403,644,346,37,,,,0,20,0,0,,,,Did not qualify
16404,644,352,66,,,,0,21,0,0,,,,Did not qualify
16405,644,356,34,,,,1,7,0,61,,,,Engine
16406,644,357,32,,,,0,19,0,0,,,,Did not qualify
16407,644,358,32,,,,8,13,0,9,,,,Ignition
16408,644,359,37,,,,14,5,2,88,,,,+2 Laps
16409,644,360,187,,,,11,2,6,89,,,,+1 Lap
16410,644,361,86,,,,13,17,0,0,,,,Withdrew
16411,645,235,6,,,,5,16,0,11,,,,Halfshaft
16412,645,238,37,,,,12,7,0,78,,,,+2 Laps
16413,645,243,34,,,,0,18,0,0,,,,Did not qualify
16414,645,262,66,,,,14,12,0,42,,,,Engine
16415,645,278,37,,,,2,9,0,60,,,,Suspension
16416,645,280,82,,,,7,3,4,80,51.4,6928800,,Finished
16417,645,289,32,,,,16,5,2,79,,,,+1 Lap
16418,645,304,187,,,,3,4,3,80,+1:28.3,6965700,,Finished
16419,645,306,82,,,,6,13,0,21,,,,Differential
16420,645,328,37,,,,1,11,0,57,,,,Engine
16421,645,333,198,,,,0,17,0,0,,,,Did not qualify
16422,645,341,187,,,,13,15,0,14,,,,Oil pressure
16423,645,345,66,,,,15,6,1,78,,,,+2 Laps
16424,645,346,37,,,,11,8,0,76,,,,Out of fuel
16425,645,352,66,,,,0,19,0,0,,,,Did not qualify
16426,645,356,34,,,,4,2,6,80,23.1,6900500,,Finished
16427,645,357,32,,,,0,20,0,0,,,,Did not qualify
16428,645,358,32,,,,8,1,9,80,54:37.4,6877400,,Finished
16429,645,359,37,,,,0,21,0,0,,,,Did not qualify
16430,645,360,187,,,,10,14,0,19,,,,Suspension
16431,645,361,86,,,,9,10,0,58,,,,Not classified
16432,646,235,6,,,,4,8,0,26,,,,+2 Laps
16433,646,238,37,,,,9,9,0,20,,,,Not classified
16434,646,243,34,,,,7,5,2,28,+3:31.8,6101900,,Finished
16435,646,262,66,,,,14,15,0,7,,,,Engine
16436,646,278,37,,,,3,2,6,28,1.1,5891200,,Finished
16437,646,280,82,,,,17,6,1,27,,,,Electrical
16438,646,289,32,,,,16,11,0,19,,,,Engine
16439,646,306,82,,,,11,3,4,28,+1:43.7,5993800,,Finished
16440,646,321,34,,,,15,17,0,1,,,,Gearbox
16441,646,328,37,,,,1,12,0,14,,,,Engine
16442,646,345,66,,,,6,1,9,28,38:10.1,5890100,,Finished
16443,646,346,37,,,,10,7,0,26,,,,Fuel pressure
16444,646,356,34,,,,5,10,0,19,,,,Clutch
16445,646,357,32,,,,13,13,0,13,,,,Gearbox
16446,646,358,32,,,,2,14,0,10,,,,Engine
16447,646,361,86,,,,12,16,0,4,,,,Oil pressure
16448,646,363,6,,,,8,4,3,28,+2:38.5,6048600,,Finished
16449,647,223,6,,,,6,4,3,79,,,,+1 Lap
16450,647,235,6,,,,3,3,4,79,,,,+1 Lap
16451,647,238,37,,,,16,9,0,78,,,,+2 Laps
16452,647,243,34,,,,0,22,0,0,,,,Did not qualify
16453,647,262,66,,,,5,15,0,23,,,,Engine
16454,647,278,37,,,,4,20,0,1,,,,Clutch
16455,647,280,82,,,,13,8,0,78,,,,+2 Laps
16456,647,289,32,,,,20,12,0,71,,,,Not classified
16457,647,306,82,,,,10,5,2,79,,,,+1 Lap
16458,647,320,187,,,,11,18,0,18,,,,Accident
16459,647,327,37,,,,15,13,0,31,,,,Engine
16460,647,328,37,,,,2,2,6,80,30,6673400,,Finished
16461,647,333,198,,,,0,21,0,0,,,,Did not qualify
16462,647,341,187,,,,14,6,1,79,,,,+1 Lap
16463,647,345,66,,,,7,10,0,77,,,,+3 Laps
16464,647,346,37,,,,17,17,0,22,,,,Engine
16465,647,351,85,,,,0,24,0,0,,,,Did not qualify
16466,647,352,66,,,,18,14,0,26,,,,Oil leak
16467,647,353,32,,,,0,23,0,0,,,,Did not qualify
16468,647,356,34,,,,12,11,0,76,,,,+4 Laps
16469,647,357,32,,,,8,7,0,78,,,,+2 Laps
16470,647,358,32,,,,1,1,9,80,50:43.4,6643400,,Finished
16471,647,361,86,,,,9,16,0,22,,,,Accident
16472,647,364,187,,,,19,19,0,2,,,,Engine
16473,648,235,6,,,,1,18,0,16,,,,Engine
16474,648,238,37,,,,9,17,0,17,,,,Differential
16475,648,243,34,,,,14,7,0,38,+2:20.16,7097160,,Finished
16476,648,262,66,,,,12,20,0,5,,,,Engine
16477,648,278,37,,,,3,2,6,38,7.61,6964610,,Finished
16478,648,280,82,,,,8,5,2,38,+1:19.42,7036420,,Finished
16479,648,289,32,,,,20,10,0,37,,,,+1 Lap
16480,648,304,187,,,,7,4,3,38,45.66,7002660,,Finished
16481,648,306,82,,,,2,13,0,35,,,,Out of fuel
16482,648,327,37,,,,13,11,0,37,,,,+1 Lap
16483,648,328,37,,,,4,9,0,38,+3:09.61,7146610,,Finished
16484,648,333,198,,,,15,15,0,29,,,,Not classified
16485,648,339,32,,,,0,22,0,0,,,,Did not qualify
16486,648,345,66,,,,10,19,0,6,,,,Gearbox
16487,648,346,37,,,,16,16,0,23,,,,Accident
16488,648,351,85,,,,0,21,0,0,,,,Did not qualify
16489,648,352,66,,,,19,12,0,36,,,,+2 Laps
16490,648,353,32,,,,0,23,0,0,,,,Did not qualify
16491,648,356,34,,,,5,3,4,38,44.83,7001830,,Finished
16492,648,357,32,,,,18,8,0,38,+2:47.17,7124170,,Finished
16493,648,358,32,,,,6,1,9,38,55:57.0,6957000,,Finished
16494,648,363,6,,,,11,14,0,35,,,,+3 Laps
16495,648,364,187,,,,17,6,1,38,+1:19.65,7036650,,Finished
16496,649,207,37,,,,9,18,0,21,,,,Suspension
16497,649,223,6,,,,6,4,3,80,54.8,7076800,,Finished
16498,649,224,32,,,,21,8,0,78,,,,+2 Laps
16499,649,235,6,,,,3,22,0,6,,,,Transmission
16500,649,238,37,,,,13,9,0,72,,,,+8 Laps
16501,649,262,66,,,,4,13,0,54,,,,Engine
16502,649,278,37,,,,17,5,2,79,,,,+1 Lap
16503,649,280,82,,,,12,16,0,41,,,,Accident
16504,649,289,32,,,,22,6,1,79,,,,+1 Lap
16505,649,304,187,,,,5,3,4,80,54.4,7076400,,Finished
16506,649,306,82,,,,10,17,0,24,,,,Wheel
16507,649,327,37,,,,14,7,0,79,,,,+1 Lap
16508,649,328,37,,,,8,14,0,52,,,,Clutch
16509,649,333,198,,,,18,23,0,0,,,,Fuel leak
16510,649,341,63,,,,19,15,0,51,,,,Oil pressure
16511,649,345,66,,,,15,12,0,58,,,,Accident
16512,649,346,37,,,,20,19,0,19,,,,Suspension
16513,649,352,66,,,,16,21,0,10,,,,Oil pressure
16514,649,353,32,,,,23,10,0,69,,,,Not classified
16515,649,356,34,,,,2,2,6,80,32.9,7054900,,Finished
16516,649,357,32,,,,7,20,0,15,,,,Engine
16517,649,358,32,,,,1,1,9,80,57:02.0,7022000,,Finished
16518,649,364,187,,,,11,11,0,60,,,,Oil pressure
16519,650,207,37,,,,9,15,0,15,,,,Gearbox
16520,650,223,6,,,,3,12,0,30,,,,Engine
16521,650,224,32,,,,13,4,3,50,+1:55.1,6235400,,Finished
16522,650,235,6,,,,1,2,6,50,0.7,6121000,,Finished
16523,650,238,37,,,,19,16,0,11,,,,Engine
16524,650,243,34,,,,11,5,2,49,,,,+1 Lap
16525,650,262,66,,,,18,18,0,5,,,,Engine
16526,650,278,37,,,,6,11,0,34,,,,Engine
16527,650,280,82,,,,5,6,1,49,,,,+1 Lap
16528,650,289,32,,,,20,10,0,37,,,,Engine
16529,650,304,187,,,,16,3,4,50,+1:21.8,6202100,,Finished
16530,650,306,82,,,,21,20,0,4,,,,Suspension
16531,650,312,86,,,,0,22,0,0,,,,Did not qualify
16532,650,320,187,,,,17,21,0,3,,,,Throttle
16533,650,327,37,,,,14,7,0,49,,,,+1 Lap
16534,650,328,37,,,,7,14,0,20,,,,Engine
16535,650,333,198,,,,0,23,0,0,,,,Did not qualify
16536,650,341,63,,,,15,9,0,46,,,,Engine
16537,650,345,66,,,,8,17,0,7,,,,Ignition
16538,650,346,37,,,,4,8,0,47,,,,Ignition
16539,650,351,85,,,,0,24,0,0,,,,Did not qualify
16540,650,356,34,,,,12,19,0,4,,,,Oil leak
16541,650,357,32,,,,10,13,0,24,,,,Engine
16542,650,358,32,,,,2,1,9,50,42:00.3,6120300,,Finished
16543,650,365,37,,,,0,25,0,0,,,,Did not qualify
16544,651,207,37,,,,18,20,0,13,,,,Accident
16545,651,223,6,,,,2,2,6,60,0.61,6137910,,Finished
16546,651,224,32,,,,16,15,0,55,,,,+5 Laps
16547,651,235,6,,,,3,1,9,60,42:17.3,6137300,,Finished
16548,651,243,34,,,,17,3,4,60,+1:27.88,6225180,,Finished
16549,651,262,66,,,,14,5,2,59,,,,+1 Lap
16550,651,278,37,,,,5,8,0,59,,,,+1 Lap
16551,651,280,82,,,,13,14,0,56,,,,+4 Laps
16552,651,304,187,,,,11,16,0,30,,,,Engine
16553,651,306,82,,,,7,6,1,59,,,,+1 Lap
16554,651,314,86,,,,19,18,0,25,,,,Engine
16555,651,320,187,,,,21,10,0,59,,,,+1 Lap
16556,651,327,37,,,,9,24,0,0,,,,Engine
16557,651,328,37,,,,4,22,0,7,,,,Fuel pipe
16558,651,333,198,,,,15,12,0,57,,,,+3 Laps
16559,651,341,63,,,,12,17,0,27,,,,Engine
16560,651,345,66,,,,22,4,3,59,,,,+1 Lap
16561,651,346,37,,,,20,9,0,59,,,,+1 Lap
16562,651,351,85,,,,24,21,0,13,,,,Radiator
16563,651,352,66,,,,23,11,0,58,,,,+2 Laps
16564,651,356,34,,,,8,13,0,56,,,,+4 Laps
16565,651,357,32,,,,10,23,0,4,,,,Brakes
16566,651,358,32,,,,1,19,0,21,,,,Engine
16567,651,363,6,,,,5,7,0,59,,,,+1 Lap
16568,652,223,6,,,,3,1,9,68,39:07.1,5947100,,Finished
16569,652,224,32,,,,0,25,0,0,,,,Withdrew
16570,652,235,6,,,,1,13,0,25,,,,Clutch
16571,652,238,37,,,,13,11,0,35,,,,Engine
16572,652,243,34,,,,17,5,2,68,6.41,5953510,,Finished
16573,652,262,66,,,,6,10,0,36,,,,Engine
16574,652,278,37,,,,18,7,0,67,,,,+1 Lap
16575,652,280,82,,,,5,17,0,14,,,,Engine
16576,652,289,32,,,,0,21,0,0,,,,Withdrew
16577,652,304,187,,,,9,4,3,68,6.15,5953250,,Finished
16578,652,306,82,,,,14,3,4,68,5.8,5952900,,Finished
16579,652,314,86,,,,19,15,0,17,,,,Engine
16580,652,320,187,,,,16,9,0,60,,,,Not classified
16581,652,327,37,,,,11,6,1,68,+1:03.46,6010560,,Finished
16582,652,328,37,,,,4,2,6,68,5.73,5952830,,Finished
16583,652,330,198,,,,0,26,0,0,,,,Did not qualify
16584,652,333,198,,,,12,8,0,61,,,,+7 Laps
16585,652,341,63,,,,10,20,0,0,,,,Electrical
16586,652,345,66,,,,2,18,0,12,,,,Engine
16587,652,346,37,,,,7,19,0,3,,,,Engine
16588,652,347,187,,,,0,24,0,0,,,,Did not qualify
16589,652,351,85,,,,0,27,0,0,,,,Did not qualify
16590,652,352,66,,,,20,14,0,21,,,,Overheating
16591,652,356,34,,,,8,12,0,31,,,,Accident
16592,652,357,32,,,,0,22,0,0,,,,Withdrew
16593,652,358,32,,,,0,23,0,0,,,,Fatal accident
16594,652,363,6,,,,15,16,0,14,,,,Fuel system
16595,653,223,6,,,,3,2,6,90,14.8,4893200,,Finished
16596,653,235,6,,,,2,1,9,90,21:18.4,4878400,,Finished
