result_ID,race_ID,driver_ID,constructor_ID,q1_time,q2_time,q3_time,starting_position,race_position,points,total_laps,total_time,total_time_ms,fastest_lap,status
15670,615,182,66,,,,5,21,0,1,,,,Accident
15671,615,199,34,,,,6,17,0,7,,,,Engine
15672,615,200,63,,,,15,7,0,14,+1:25.2,6208200,,Finished
15673,615,223,66,,,,10,18,0,7,,,,Engine
15674,615,224,32,,,,14,6,1,14,+1:24.3,6207300,,Finished
15675,615,235,1,,,,4,3,4,14,41.2,6164200,,Finished
15676,615,238,32,,,,2,22,0,0,,,,Ignition
15677,615,243,34,,,,16,11,0,14,+3:27.3,6330300,,Finished
15678,615,250,63,,,,11,4,3,14,53.8,6176800,,Finished
15679,615,259,37,,,,22,15,0,13,,,,+1 Lap
15680,615,262,58,,,,17,8,0,14,+1:25.7,6208700,,Finished
15681,615,280,80,,,,12,10,0,14,+2:22.5,6265500,,Finished
15682,615,289,58,,,,20,13,0,14,+3:49.0,6352000,,Finished
15683,615,290,34,,,,13,5,2,14,+1:19.9,6202900,,Finished
15684,615,304,1,,,,8,12,0,14,+3:38.7,6341700,,Finished
15685,615,305,63,,,,18,14,0,13,,,,+1 Lap
15686,615,306,66,,,,9,20,0,4,,,,Gearbox
15687,615,309,1,,,,7,9,0,14,+2:11.8,6254800,,Finished
15688,615,327,25,,,,3,2,6,14,1.6,6124600,,Finished
15689,615,328,25,,,,1,1,9,14,42:03.0,6123000,,Finished
15690,615,329,37,,,,19,16,0,13,,,,+1 Lap
15691,615,332,58,,,,21,19,0,5,,,,Accident
15692,616,197,37,,,,12,13,0,37,,,,Engine
15693,616,199,34,,,,5,4,3,54,47.91,5376690,,Finished
15694,616,223,66,,,,14,6,1,54,+1:38.40,5427180,,Finished
15695,616,224,32,,,,1,11,0,48,,,,Fuel system
15696,616,231,37,,,,9,21,0,3,,,,Injection
15697,616,232,6,,,,6,7,0,53,,,,+1 Lap
15698,616,238,32,,,,2,1,9,54,28:48.8,5328780,,Finished
15699,616,243,34,,,,17,18,0,21,,,,Wheel
15700,616,250,63,,,,8,3,4,54,46.64,5375420,,Finished
15701,616,262,58,,,,18,19,0,9,,,,Fuel system
15702,616,289,58,,,,22,16,0,28,,,,Suspension
15703,616,290,34,,,,16,15,0,31,,,,Fuel system
15704,616,298,80,,,,23,9,0,52,,,,+2 Laps
15705,616,304,1,,,,3,8,0,53,,,,+1 Lap
15706,616,305,63,,,,15,10,0,49,,,,+5 Laps
15707,616,306,66,,,,13,5,2,54,+1:21.30,5410080,,Finished
15708,616,307,80,,,,21,12,0,44,,,,Not classified
15709,616,309,1,,,,4,22,0,0,,,,Clutch
15710,616,313,57,,,,19,14,0,34,,,,Fuel system
15711,616,327,25,,,,10,20,0,6,,,,Suspension
15712,616,328,25,,,,7,2,6,54,9.01,5337790,,Finished
15713,616,329,37,,,,11,23,0,0,,,,Collision
15714,616,332,58,,,,20,17,0,23,,,,Differential
15715,617,182,66,,,,15,18,0,33,,,,Accident
15716,617,199,34,,,,10,6,1,55,59.8,5416800,,Finished
15717,617,223,66,,,,18,19,0,30,,,,Ignition
15718,617,224,32,,,,4,2,6,55,0.8,5357800,,Finished
15719,617,231,37,,,,0,25,0,0,,,,Accident
15720,617,232,6,,,,7,24,0,2,,,,Suspension
15721,617,235,6,,,,14,8,0,54,,,,+1 Lap
15722,617,238,32,,,,1,1,9,55,29:17.0,5357000,,Finished
15723,617,243,34,,,,9,12,0,54,,,,+1 Lap
15724,617,250,63,,,,5,20,0,17,,,,Tyre
15725,617,259,37,,,,24,9,0,54,,,,+1 Lap
15726,617,262,58,,,,19,11,0,54,,,,+1 Lap
15727,617,289,58,,,,22,14,0,54,,,,+1 Lap
15728,617,290,34,,,,16,23,0,6,,,,Brakes
15729,617,298,80,,,,23,21,0,14,,,,Overheating
15730,617,304,1,,,,3,15,0,53,,,,+2 Laps
15731,617,305,63,,,,8,7,0,55,+1:28.7,5445700,,Finished
15732,617,306,66,,,,13,13,0,54,,,,+1 Lap
15733,617,307,80,,,,20,16,0,44,,,,Not classified
15734,617,309,1,,,,2,3,4,55,28.8,5385800,,Finished
15735,617,313,57,,,,17,22,0,10,,,,Overheating
15736,617,327,25,,,,11,5,2,55,46.2,5403200,,Finished
15737,617,328,25,,,,6,4,3,55,33.2,5390200,,Finished
15738,617,329,37,,,,12,17,0,34,,,,Gearbox
15739,617,332,58,,,,21,10,0,54,,,,+1 Lap
15740,618,182,66,,,,8,21,0,62,,,,Transmission
15741,618,197,37,,,,23,19,0,71,,,,Not classified
15742,618,199,34,,,,4,8,0,78,,,,+2 Laps
15743,618,222,1,,,,3,22,0,32,,,,Accident
15744,618,224,32,,,,5,2,6,80,32.734,7176817,,Finished
15745,618,231,37,,,,15,7,0,78,,,,+2 Laps
15746,618,232,6,,,,20,15,0,75,,,,+5 Laps
15747,618,238,32,,,,1,25,0,16,,,,Suspension
15748,618,243,34,,,,18,12,0,76,,,,+4 Laps
15749,618,250,63,,,,19,18,0,72,,,,+8 Laps
15750,618,262,58,,,,14,3,4,80,34.505,7178588,,Finished
15751,618,278,25,,,,11,10,0,77,,,,+3 Laps
15752,618,289,58,,,,17,16,0,73,,,,+7 Laps
15753,618,290,34,,,,10,11,0,77,,,,+3 Laps
15754,618,304,1,,,,7,13,0,75,,,,+5 Laps
15755,618,305,63,,,,12,9,0,78,,,,+2 Laps
15756,618,306,66,,,,16,4,3,80,36.514,7180597,,Finished
15757,618,307,80,,,,22,6,1,79,,,,+1 Lap
15758,618,309,1,,,,2,1,9,80,59:04.1,7144083,,Finished
15759,618,313,57,,,,26,20,0,68,,,,Not classified
15760,618,314,80,,,,24,14,0,75,,,,+5 Laps
15761,618,320,66,,,,25,26,0,5,,,,Oil pump
15762,618,327,25,,,,6,23,0,32,,,,Accident
15763,618,328,25,,,,9,5,2,79,,,,+1 Lap
15764,618,329,37,,,,21,24,0,20,,,,Engine
15765,618,332,58,,,,13,17,0,73,,,,+7 Laps
15766,619,182,66,,,,21,20,0,35,,,,Fuel pump
15767,619,187,34,,,,24,23,0,7,,,,Engine
15768,619,197,37,,,,17,11,0,57,,,,Accident
15769,619,199,34,,,,2,3,4,59,22.93,6098709,,Finished
15770,619,200,63,,,,16,19,0,35,,,,Engine
15771,619,222,1,,,,10,18,0,39,,,,Suspension
15772,619,223,66,,,,15,8,0,58,,,,+1 Lap
15773,619,224,32,,,,3,6,1,59,+1:47.945,6183724,,Finished
15774,619,231,37,,,,4,2,6,59,0.668,6076447,,Finished
15775,619,232,6,,,,11,16,0,55,,,,+4 Laps
15776,619,235,80,,,,23,7,0,58,,,,+1 Lap
15777,619,238,32,,,,1,1,9,59,41:15.8,6075779,,Finished
15778,619,250,63,,,,9,22,0,32,,,,Suspension
15779,619,262,58,,,,22,15,0,55,,,,+4 Laps
15780,619,278,25,,,,12,27,0,0,,,,Withdrew
15781,619,289,58,,,,18,13,0,57,,,,+2 Laps
15782,619,290,34,,,,25,17,0,52,,,,Not classified
15783,619,304,1,,,,8,4,3,59,50.226,6126005,,Finished
15784,619,305,63,,,,6,21,0,34,,,,Suspension
15785,619,306,66,,,,14,9,0,58,,,,+1 Lap
15786,619,307,80,,,,19,12,0,57,,,,+2 Laps
15787,619,309,1,,,,7,5,2,59,+1:20.367,6156146,,Finished
15788,619,312,58,,,,13,24,0,5,,,,Disqualified
15789,619,313,57,,,,27,25,0,0,,,,Throttle
15790,619,327,25,,,,0,28,0,0,,,,Accident
15791,619,328,25,,,,5,26,0,0,,,,Withdrew
15792,619,329,37,,,,26,10,0,58,,,,+1 Lap
15793,619,332,58,,,,20,14,0,57,,,,+2 Laps
15794,620,182,37,,,,22,11,0,93,,,,+2 Laps
15795,620,199,34,,,,1,7,0,93,,,,+2 Laps
15796,620,207,6,,,,9,16,0,20,,,,Engine
15797,620,223,6,,,,6,4,3,95,+1:06.72,7145820,,Finished
15798,620,224,32,,,,5,12,0,61,,,,Suspension
15799,620,235,6,,,,8,3,4,95,59.39,7138490,,Finished
15800,620,238,37,,,,10,6,1,94,,,,+1 Lap
15801,620,278,82,,,,12,22,0,0,,,,Withdrew
15802,620,280,37,,,,15,8,0,93,,,,+2 Laps
15803,620,289,34,,,,16,18,0,11,,,,Fuel pump
15804,620,304,1,,,,4,2,6,95,25.96,7105060,,Finished
15805,620,307,66,,,,13,9,0,93,,,,+2 Laps
15806,620,309,1,,,,3,15,0,49,,,,Engine
15807,620,314,63,,,,11,5,2,95,+1:09.11,7148210,,Finished
15808,620,317,66,,,,7,14,0,59,,,,Water leak
15809,620,320,66,,,,18,20,0,1,,,,Oil leak
15810,620,327,25,,,,17,13,0,59,,,,Gearbox
15811,620,328,25,,,,2,1,9,95,57:59.1,7079100,,Finished
15812,620,333,63,,,,14,17,0,11,,,,Fuel system
15813,620,337,66,,,,19,10,0,93,,,,+2 Laps
15814,620,338,32,,,,20,19,0,8,,,,Disqualified
15815,620,339,66,,,,21,21,0,1,,,,Accident
15816,621,182,37,,,,21,7,0,78,,,,+1 Lap
15817,621,199,34,,,,15,24,0,27,,,,Fuel system
15818,621,207,6,,,,6,4,3,79,38.5,6387600,,Finished
15819,621,223,6,,,,2,12,0,77,,,,+2 Laps
15820,621,224,32,,,,3,2,6,79,14.1,6363200,,Finished
15821,621,235,6,,,,7,8,0,78,,,,+1 Lap
15822,621,238,37,,,,9,5,2,79,49,6398100,,Finished
15823,621,243,37,,,,25,13,0,77,,,,+2 Laps
15824,621,250,37,,,,24,17,0,73,,,,+6 Laps
15825,621,278,82,,,,13,15,0,76,,,,+3 Laps
15826,621,280,37,,,,22,11,0,78,,,,+1 Lap
15827,621,289,34,,,,14,6,1,78,,,,+1 Lap
15828,621,293,32,,,,17,26,0,2,,,,Fuel pump
15829,621,304,1,,,,5,1,9,79,45:49.1,6349100,,Finished
15830,621,305,63,,,,4,23,0,28,,,,Suspension
15831,621,306,66,,,,11,21,0,61,,,,Engine
15832,621,307,66,,,,16,18,0,70,,,,Not classified
15833,621,309,1,,,,12,3,4,79,25.8,6374900,,Finished
15834,621,314,63,,,,10,25,0,9,,,,Engine
15835,621,320,66,,,,18,20,0,65,,,,Not classified
15836,621,327,25,,,,8,9,0,78,,,,+1 Lap
15837,621,328,25,,,,1,22,0,45,,,,Gearbox
15838,621,333,63,,,,20,19,0,69,,,,Not classified
15839,621,337,66,,,,23,14,0,76,,,,+3 Laps
15840,621,338,32,,,,19,10,0,78,,,,+1 Lap
15841,621,340,63,,,,26,16,0,73,,,,Spun off
15842,622,182,37,,,,25,24,0,7,,,,Differential
15843,622,207,6,,,,5,19,0,23,,,,Oil pressure
15844,622,223,6,,,,8,3,4,89,,,,+1 Lap
15845,622,224,32,,,,3,1,9,90,03:41.2,7421200,,Finished
15846,622,235,6,,,,1,2,6,90,18.92,7440120,,Finished
15847,622,238,37,,,,9,21,0,16,,,,Fuel leak
15848,622,243,37,,,,17,22,0,15,,,,Accident
15849,622,250,37,,,,16,6,1,89,,,,+1 Lap
15850,622,278,82,,,,6,13,0,66,,,,Gearbox
15851,622,280,37,,,,19,11,0,86,,,,+4 Laps
15852,622,289,34,,,,23,10,0,86,,,,+4 Laps
15853,622,290,34,,,,14,7,0,88,,,,+2 Laps
15854,622,304,1,,,,2,16,0,48,,,,Gearbox
15855,622,305,63,,,,15,20,0,20,,,,Electrical
15856,622,306,66,,,,7,23,0,9,,,,Gearbox
15857,622,307,66,,,,20,17,0,38,,,,Engine
15858,622,309,1,,,,11,5,2,89,,,,+1 Lap
15859,622,314,63,,,,18,8,0,88,,,,+2 Laps
15860,622,317,66,,,,10,18,0,24,,,,Accident
15861,622,320,66,,,,21,15,0,65,,,,Engine
15862,622,327,25,,,,12,14,0,65,,,,Ignition
15863,622,328,25,,,,4,12,0,69,,,,Accident
15864,622,329,37,,,,0,26,0,0,,,,Did not qualify
15865,622,333,63,,,,13,4,3,89,,,,+1 Lap
15866,622,338,32,,,,24,9,0,87,,,,+3 Laps
15867,622,339,66,,,,22,25,0,6,,,,Accident
15868,623,182,37,,,,22,16,0,74,,,,+6 Laps
15869,623,223,6,,,,3,20,0,51,,,,Accident
15870,623,224,32,,,,1,3,4,79,,,,+1 Lap
15871,623,235,6,,,,2,2,6,80,38.2,8853500,,Finished
15872,623,238,37,,,,15,11,0,76,,,,+4 Laps
15873,623,243,37,,,,25,10,0,77,,,,+3 Laps
15874,623,250,37,,,,24,17,0,72,,,,+8 Laps
15875,623,278,82,,,,6,6,1,77,,,,+3 Laps
15876,623,280,37,,,,9,19,0,58,,,,Accident
15877,623,289,34,,,,20,12,0,76,,,,+4 Laps
15878,623,290,34,,,,21,9,0,77,,,,+3 Laps
15879,623,304,1,,,,7,15,0,74,,,,+6 Laps
15880,623,305,63,,,,11,21,0,48,,,,Accident
15881,623,306,66,,,,4,1,9,80,26:55.3,8815300,,Finished
15882,623,307,66,,,,20,22,0,47,,,,Accident
15883,623,312,1,,,,10,5,2,77,,,,+3 Laps
15884,623,314,63,,,,13,23,0,31,,,,Accident
15885,623,317,66,,,,16,25,0,16,,,,Engine
15886,623,320,66,,,,5,24,0,27,,,,Accident
15887,623,327,25,,,,12,18,0,70,,,,Not classified
15888,623,328,25,,,,8,4,3,78,,,,+2 Laps
15889,623,329,37,,,,23,13,0,76,,,,+4 Laps
15890,623,333,63,,,,18,7,0,77,,,,+3 Laps
15891,623,337,66,,,,17,8,0,77,,,,+3 Laps
15892,623,338,32,,,,14,14,0,75,,,,+5 Laps
15893,624,182,37,,,,25,12,0,82,,,,+3 Laps
15894,624,199,34,,,,9,13,0,81,,,,+4 Laps
15895,624,223,6,,,,2,17,0,57,,,,Accident
15896,624,224,32,,,,1,1,9,85,44:07.3,6247300,,Finished
15897,624,235,6,,,,4,20,0,47,,,,Injection
15898,624,238,37,,,,14,9,0,83,,,,+2 Laps
15899,624,243,37,,,,20,11,0,83,,,,+2 Laps
15900,624,250,37,,,,11,5,2,84,,,,+1 Lap
15901,624,278,82,,,,13,6,1,84,,,,+1 Lap
15902,624,280,37,,,,19,16,0,59,,,,Not classified
15903,624,289,34,,,,16,15,0,73,,,,Suspension
15904,624,290,34,,,,18,22,0,28,,,,Gearbox
15905,624,304,1,,,,3,3,4,85,58.1,6305400,,Finished
15906,624,305,63,,,,8,4,3,85,+1:12.0,6319300,,Finished
15907,624,306,66,,,,6,24,0,15,,,,Overheating
15908,624,307,66,,,,15,8,0,83,,,,+2 Laps
15909,624,309,1,,,,7,7,0,83,,,,+2 Laps
15910,624,314,63,,,,21,25,0,11,,,,Overheating
15911,624,320,66,,,,17,23,0,27,,,,Fuel pump
15912,624,327,25,,,,5,2,6,85,26.6,6273900,,Finished
15913,624,329,37,,,,22,21,0,31,,,,Halfshaft
15914,624,330,81,,,,24,19,0,54,,,,Accident
15915,624,333,63,,,,10,18,0,55,,,,Engine
15916,624,337,66,,,,23,10,0,83,,,,+2 Laps
15917,624,338,32,,,,12,14,0,79,,,,+6 Laps
15918,625,182,37,,,,21,24,0,4,,,,Halfshaft
15919,625,199,34,,,,17,12,0,37,,,,+1 Lap
15920,625,221,25,,,,16,20,0,33,,,,Not classified
15921,625,224,32,,,,8,2,6,38,27.7,6770200,,Finished
15922,625,235,6,,,,4,11,0,37,,,,+1 Lap
15923,625,238,37,,,,9,5,2,38,56.8,6799300,,Finished
15924,625,243,37,,,,15,16,0,37,,,,+1 Lap
15925,625,250,37,,,,11,22,0,18,,,,Engine
15926,625,278,82,,,,1,3,4,38,31.9,6774400,,Finished
15927,625,289,34,,,,20,10,0,38,+2:59.5,6922000,,Finished
15928,625,290,34,,,,14,8,0,38,+2:25.1,6887600,,Finished
15929,625,293,32,,,,0,25,0,0,,,,Did not qualify
15930,625,304,1,,,,2,7,0,38,+1:48.1,6850600,,Finished
15931,625,305,63,,,,10,6,1,38,+1:36.1,6838600,,Finished
15932,625,306,66,,,,24,15,0,37,,,,+1 Lap
15933,625,312,1,,,,13,9,0,38,+2:55.5,6918000,,Finished
15934,625,314,63,,,,5,17,0,36,,,,+2 Laps
15935,625,317,66,,,,18,21,0,25,,,,Gearbox
15936,625,327,25,,,,7,4,3,38,49.3,6791800,,Finished
15937,625,328,25,,,,3,1,9,38,52:22.5,6742500,,Finished
15938,625,329,37,,,,23,19,0,33,,,,Out of fuel
15939,625,330,6,,,,19,13,0,37,,,,+1 Lap
15940,625,333,63,,,,12,14,0,37,,,,+1 Lap
15941,625,337,66,,,,6,23,0,8,,,,Eye injury
15942,625,338,32,,,,22,18,0,34,,,,Halfshaft
15943,626,182,37,,,,19,9,0,73,,,,+3 Laps
15944,626,199,34,,,,10,8,0,73,,,,+3 Laps
15945,626,224,32,,,,2,1,9,76,47:50.2,6470200,,Finished
15946,626,232,6,,,,9,6,1,75,,,,+1 Lap
15947,626,235,6,,,,1,17,0,49,,,,Oil pressure
15948,626,238,37,,,,8,7,0,74,,,,Spun off
15949,626,243,37,,,,25,10,0,71,,,,+5 Laps
15950,626,250,37,,,,13,19,0,39,,,,Differential
15951,626,262,66,,,,14,20,0,36,,,,Suspension
15952,626,278,82,,,,17,4,3,75,,,,+1 Lap
15953,626,280,83,,,,26,24,0,7,,,,Accident
15954,626,289,34,,,,21,18,0,47,,,,Spun off
15955,626,290,34,,,,22,12,0,69,,,,Suspension
15956,626,293,32,,,,24,22,0,21,,,,Gearbox
15957,626,304,1,,,,11,5,2,75,,,,+1 Lap
15958,626,305,63,,,,7,21,0,31,,,,Gearbox
15959,626,306,66,,,,6,11,0,70,,,,+6 Laps
15960,626,309,1,,,,3,3,4,76,+1:12.5,6542700,,Finished
15961,626,314,63,,,,5,14,0,64,,,,Suspension
15962,626,320,66,,,,16,25,0,5,,,,Engine
15963,626,327,25,,,,12,15,0,60,,,,Spun off
15964,626,328,25,,,,4,2,6,76,4.1,6474300,,Finished
15965,626,329,37,,,,23,13,0,69,,,,+7 Laps
15966,626,330,81,,,,18,23,0,9,,,,Spun off
15967,626,333,63,,,,20,26,0,3,,,,Accident
15968,626,338,32,,,,15,16,0,59,,,,Suspension
15969,627,182,37,,,,24,24,0,4,,,,Oil leak
15970,627,199,34,,,,6,21,0,6,,,,Differential
15971,627,223,6,,,,7,2,6,14,48.3,6180600,,Finished
15972,627,224,32,,,,3,17,0,10,,,,Gearbox
15973,627,232,6,,,,22,12,0,13,,,,+1 Lap
15974,627,235,6,,,,1,1,9,14,42:12.3,6132300,,Finished
15975,627,238,37,,,,4,3,4,14,+1:06.7,6199000,,Finished
15976,627,243,37,,,,14,22,0,6,,,,Electrical
15977,627,250,37,,,,11,16,0,11,,,,Not classified
15978,627,278,82,,,,8,15,0,13,,,,+1 Lap
15979,627,280,37,,,,9,18,0,10,,,,Accident
15980,627,289,34,,,,15,6,1,14,+2:59.6,6311900,,Finished
15981,627,290,34,,,,21,7,0,14,+3:00.1,6312400,,Finished
15982,627,293,32,,,,26,26,0,4,,,,Physical
15983,627,304,1,,,,10,19,0,8,,,,Engine
15984,627,305,63,,,,16,20,0,8,,,,Suspension
15985,627,306,66,,,,13,9,0,14,+5:20.2,6452500,,Finished
15986,627,307,66,,,,18,4,3,14,+2:20.2,6272500,,Finished
15987,627,312,1,,,,19,5,2,14,+2:35.7,6288000,,Finished
15988,627,314,63,,,,12,14,0,13,,,,+1 Lap
15989,627,317,66,,,,17,27,0,3,,,,Engine
15990,627,321,81,,,,25,25,0,4,,,,Engine
15991,627,327,25,,,,5,10,0,14,+5:43.7,6476000,,Finished
15992,627,328,25,,,,2,11,0,13,,,,Collision
15993,627,329,37,,,,27,8,0,14,+5:10.7,6443000,,Finished
15994,627,333,63,,,,20,13,0,13,,,,+1 Lap
15995,627,338,32,,,,23,23,0,6,,,,Oil leak
15996,628,182,37,,,,22,10,0,53,,,,+1 Lap
15997,628,199,34,,,,5,23,0,14,,,,Injection
15998,628,223,6,,,,2,24,0,13,,,,Fuel system
15999,628,224,32,,,,1,1,9,54,29:16.7,5356660,,Finished
16000,628,235,6,,,,9,22,0,20,,,,Fuel system
16001,628,238,37,,,,11,12,0,52,,,,+2 Laps
16002,628,243,37,,,,17,15,0,48,,,,Engine
16003,628,250,37,,,,18,16,0,46,,,,Not classified
16004,628,278,82,,,,6,5,2,54,45.64,5402300,,Finished
16005,628,289,34,,,,14,18,0,36,,,,Injection
16006,628,290,34,,,,15,19,0,31,,,,Brakes
16007,628,296,84,,,,25,21,0,22,,,,Suspension
16008,628,304,1,,,,7,2,6,54,1.18,5357840,,Finished
16009,628,305,63,,,,12,4,3,54,44.76,5401420,,Finished
16010,628,306,66,,,,21,8,0,54,+1:21.45,5438110,,Finished
16011,628,307,66,,,,10,6,1,54,+1:01.19,5417850,,Finished
16012,628,309,1,,,,4,3,4,54,36.53,5393190,,Finished
16013,628,314,63,,,,8,11,0,52,,,,+2 Laps
16014,628,320,66,,,,16,13,0,51,,,,+3 Laps
16015,628,327,25,,,,20,9,0,53,,,,+1 Lap
16016,628,328,25,,,,3,7,0,54,+1:09.09,5425750,,Finished
16017,628,329,37,,,,24,20,0,24,,,,Fuel system
16018,628,330,81,,,,23,17,0,45,,,,Oil leak
16019,628,333,63,,,,13,14,0,51,,,,+3 Laps
16020,628,338,32,,,,19,25,0,6,,,,Engine
16021,629,182,37,,,,20,13,0,50,,,,+5 Laps
16022,629,199,34,,,,11,22,0,14,,,,Suspension
16023,629,207,6,,,,7,7,0,54,,,,+1 Lap
16024,629,223,6,,,,4,20,0,16,,,,Collision
16025,629,224,32,,,,4,1,9,55,29:58.4,5398400,,Finished
16026,629,235,6,,,,1,14,0,46,,,,Electrical
16027,629,238,37,,,,24,9,0,54,,,,+1 Lap
16028,629,250,37,,,,18,21,0,15,,,,Collision
16029,629,278,82,,,,2,15,0,38,,,,Brakes
16030,629,280,37,,,,0,26,0,0,,,,Did not qualify
16031,629,289,34,,,,13,5,2,55,+1:05.6,5464000,,Finished
16032,629,290,34,,,,19,17,0,20,,,,Suspension
16033,629,304,1,,,,5,3,4,55,23.8,5422200,,Finished
16034,629,305,63,,,,9,2,6,55,14.5,5412900,,Finished
16035,629,306,66,,,,16,8,0,54,,,,+1 Lap
16036,629,307,66,,,,17,11,0,52,,,,+3 Laps
16037,629,309,1,,,,8,4,3,55,35.7,5434100,,Finished
16038,629,314,63,,,,15,19,0,20,,,,Spun off
16039,629,317,66,,,,10,12,0,51,,,,+4 Laps
16040,629,320,66,,,,12,6,1,55,+1:21.9,5480300,,Finished
16041,629,321,81,,,,0,27,0,0,,,,Did not qualify
16042,629,327,25,,,,14,23,0,14,,,,Engine
16043,629,328,25,,,,3,25,0,0,,,,Clutch
16044,629,329,37,,,,25,10,0,54,,,,+1 Lap
16045,629,330,81,,,,23,24,0,6,,,,Engine
16046,629,333,63,,,,21,16,0,33,,,,Brakes
16047,629,341,63,,,,22,18,0,20,,,,Fuel system
16048,630,182,37,,,,19,15,0,64,,,,Disqualified
16049,630,199,34,,,,9,4,3,80,+1:00.7,6257800,,Finished
16050,630,223,6,,,,7,5,2,80,+1:07.0,6264100,,Finished
16051,630,224,32,,,,4,11,0,78,,,,+2 Laps
16052,630,235,6,,,,8,12,0,76,,,,+4 Laps
16053,630,238,37,,,,3,16,0,61,,,,Collision
16054,630,250,37,,,,18,9,0,78,,,,Out of fuel
16055,630,278,82,,,,10,6,1,79,,,,+1 Lap
16056,630,280,37,,,,21,13,0,73,,,,+7 Laps
16057,630,289,34,,,,17,8,0,79,,,,+1 Lap
16058,630,290,34,,,,11,23,0,5,,,,Gearbox
16059,630,304,1,,,,2,3,4,80,54.6,6251700,,Finished
16060,630,306,66,,,,20,21,0,21,,,,Oil leak
16061,630,307,66,,,,14,10,0,78,,,,+2 Laps
16062,630,309,1,,,,1,2,6,80,48.2,6245300,,Finished
16063,630,314,63,,,,13,7,0,79,,,,+1 Lap
16064,630,317,32,,,,16,14,0,65,,,,Engine
16065,630,320,66,,,,12,19,0,25,,,,Suspension
16066,630,327,25,,,,6,18,0,51,,,,Gearbox
16067,630,328,25,,,,5,1,9,80,43:17.1,6197100,,Finished
16068,630,329,37,,,,24,17,0,59,,,,Not classified
16069,630,333,63,,,,15,24,0,2,,,,Gearbox
16070,630,342,37,,,,22,20,0,24,,,,Not classified
16071,630,343,66,,,,23,22,0,20,,,,Spun off
16072,631,182,37,,,,25,19,0,49,,,,Not classified
16073,631,199,34,,,,5,27,0,31,,,,Engine
16074,631,207,6,,,,10,6,1,58,,,,+1 Lap
16075,631,221,25,,,,11,7,0,58,,,,+1 Lap
16076,631,222,1,,,,8,9,0,58,,,,+1 Lap
16077,631,223,6,,,,6,8,0,58,,,,+1 Lap
16078,631,224,32,,,,9,30,0,17,,,,Suspension
16079,631,235,6,,,,12,5,2,59,+1:23.119,6188473,,Finished
16080,631,238,37,,,,26,4,3,59,+1:22.516,6187870,,Finished
16081,631,250,37,,,,15,20,0,48,,,,Fuel system
16082,631,278,82,,,,7,15,0,57,,,,+2 Laps
16083,631,280,37,,,,21,14,0,57,,,,+2 Laps
16084,631,289,34,,,,27,11,0,57,,,,+2 Laps
16085,631,290,34,,,,13,24,0,43,,,,Engine
16086,631,304,1,,,,3,3,4,59,37.528,6142882,,Finished
16087,631,305,63,,,,14,17,0,56,,,,Collision
16088,631,306,66,,,,18,25,0,40,,,,Ignition
16089,631,307,66,,,,17,22,0,44,,,,Engine
16090,631,309,1,,,,2,18,0,54,,,,Electrical
16091,631,312,66,,,,24,26,0,34,,,,Engine
16092,631,314,63,,,,31,29,0,22,,,,Suspension
16093,631,317,32,,,,16,10,0,57,,,,+2 Laps
16094,631,320,66,,,,28,21,0,47,,,,Engine
16095,631,321,81,,,,29,31,0,8,,,,Engine
16096,631,327,25,,,,4,2,6,59,32.268,6137622,,Finished
16097,631,328,25,,,,1,1,9,59,41:45.4,6105354,,Finished
16098,631,329,37,,,,20,13,0,57,,,,+2 Laps
16099,631,333,63,,,,19,28,0,25,,,,Collision
16100,631,338,32,,,,30,23,0,44,,,,Engine
16101,631,342,37,,,,20,16,0,57,,,,+2 Laps
16102,631,344,63,,,,22,12,0,57,,,,+2 Laps
16103,632,207,6,,,,4,1,9,79,47:35.5,6455500,,Finished
16104,632,223,6,,,,3,3,4,79,31.4,6486900,,Finished
16105,632,224,180,,,,5,14,0,58,,,,Engine
16106,632,235,6,,,,8,8,0,78,,,,+1 Lap
16107,632,238,200,,,,13,10,0,77,,,,+2 Laps
16108,632,243,63,,,,15,12,0,77,,,,+2 Laps
16109,632,278,82,,,,2,5,2,78,,,,+1 Lap
16110,632,280,200,,,,18,11,0,77,,,,+2 Laps
16111,632,289,34,,,,19,9,0,77,,,,+2 Laps
16112,632,293,34,,,,16,19,0,31,,,,Engine
16113,632,304,1,,,,7,6,1,78,,,,+1 Lap
16114,632,307,66,,,,24,17,0,42,,,,Physical
16115,632,312,63,,,,17,7,0,78,,,,+1 Lap
16116,632,317,180,,,,14,4,3,79,+1:09.4,6524900,,Finished
16117,632,320,1,,,,11,23,0,7,,,,Fuel leak
16118,632,327,25,,,,9,16,0,45,,,,Accident
16119,632,328,25,,,,1,2,6,79,20.9,6476400,,Finished
16120,632,333,199,,,,22,13,0,75,,,,+4 Laps
16121,632,334,34,,,,20,22,0,22,,,,Engine
16122,632,339,200,,,,25,25,0,5,,,,Engine
16123,632,340,200,,,,21,21,0,30,,,,Differential
16124,632,341,63,,,,6,15,0,56,,,,Gearbox
16125,632,345,66,,,,10,18,0,33,,,,Overheating
16126,632,346,66,,,,12,20,0,31,,,,Overheating
16127,632,347,1,,,,23,24,0,5,,,,Suspension
16128,633,207,6,,,,8,15,0,50,,,,Engine
16129,633,223,6,,,,2,19,0,13,,,,Engine
16130,633,224,180,,,,14,13,0,54,,,,Suspension
16131,633,235,6,,,,1,2,6,75,3.4,6546800,,Finished
