year,constructor_ID,constructor_name,entries,races,points,points_per_race,avg_starting_position,avg_finish_position,avg_position_change,q3_starts,q3_rate,issues,issue_rate,podiums,wins,final_constructor_position,final_constructor_points,is_mclaren
1990,1,McLaren,32,16,121.0,7.5625,2.2812,7.25,-4.9688,0,0.0,10,0.3125,18,6,1,121,1
1990,27,Ligier,32,16,0.0,0.0,18.0625,14.5,3.5625,0,0.0,10,0.3125,0,0,11,0,0
1990,35,Dallara,32,16,0.0,0.0,16.3438,20.125,-3.7812,0,0.0,26,0.8125,0,0,15,0,0
1990,33,Larrousse,32,16,11.0,0.6875,15.4688,14.875,0.5938,0,0.0,20,0.625,1,0,6,11,0
1990,44,Euro Brun,28,14,0.0,0.0,1.4286,31.0357,-29.6071,0,0.0,27,0.9643,0,0,17,0,0
1990,42,Coloni,16,16,0.0,0.0,0.0,32.0,-32.0,0,0.0,16,1.0,0,0,18,0,0
1990,18,Minardi,32,16,0.0,0.0,12.2812,18.9688,-6.6875,0,0.0,21,0.6562,0,0,12,0,0
1990,6,Ferrari,32,16,110.0,6.875,4.5938,8.5625,-3.9688,0,0.0,13,0.4062,14,6,2,110,0
1990,39,AGS,32,16,0.0,0.0,6.9062,26.5625,-19.6562,0,0.0,29,0.9062,0,0,14,0,0
1990,21,Arrows,32,16,2.0,0.125,16.5938,16.375,0.2188,0,0.0,16,0.5,0,0,9,2,0
1990,46,Onyx,20,10,0.0,0.0,11.85,21.7,-9.85,0,0.0,18,0.9,0,0,13,0,0
1990,32,Team Lotus,32,16,3.0,0.1875,14.4062,15.0,-0.5938,0,0.0,20,0.625,0,0,8,3,0
1990,3,Williams,32,16,57.0,3.5625,5.6875,9.8125,-4.125,0,0.0,11,0.3438,4,2,4,57,0
1990,41,Leyton House,32,16,7.0,0.4375,12.3438,17.9688,-5.625,0,0.0,23,0.7188,1,0,7,7,0
1990,45,Osella,16,16,0.0,0.0,10.9375,22.0,-11.0625,0,0.0,12,0.75,0,0,16,0,0
1990,34,Brabham,32,16,2.0,0.125,15.4688,20.0312,-4.5625,0,0.0,25,0.7812,0,0,10,2,0
1990,22,Benetton,32,16,71.0,4.4375,9.125,8.3125,0.8125,0,0.0,9,0.2812,8,2,3,71,0
1990,47,Life,14,14,0.0,0.0,0.0,34.2143,-34.2143,0,0.0,14,1.0,0,0,19,0,0
2010,1,McLaren,38,19,454.0,23.8947,6.0,6.3947,-0.3947,32,0.8421,6,0.1579,16,5,2,454,1
2010,131,Mercedes,38,19,214.0,11.2632,8.6579,9.1579,-0.5,29,0.7632,5,0.1316,3,0,4,214,0
2010,6,Ferrari,38,19,396.0,20.8421,6.7632,6.6316,0.1316,32,0.8421,3,0.0789,15,5,3,396,0
2010,205,Lotus,38,19,0.0,0.0,18.8684,18.1316,0.7368,0,0.0,17,0.4474,0,0,10,0,0
2010,4,Renault,38,19,163.0,8.5789,10.5526,10.9737,-0.4211,23,0.6053,9,0.2368,3,0,5,163,0
2010,166,Virgin,38,19,0.0,0.0,21.1316,19.0526,2.0789,0,0.0,17,0.4474,0,0,12,0,0
2010,10,Force India,38,19,68.0,3.5789,13.6053,13.3421,0.2632,9,0.2368,11,0.2895,0,0,7,68,0
2010,9,Red Bull,38,19,498.0,26.2105,2.3684,6.0263,-3.6579,38,1.0,5,0.1316,20,9,1,498,0
2010,3,Williams,38,19,69.0,3.6316,10.3158,12.5526,-2.2368,21,0.5526,6,0.1579,0,0,6,69,0
2010,15,Sauber,38,19,44.0,2.3158,14.0526,15.0789,-1.0263,6,0.1579,16,0.4211,0,0,8,44,0
2010,5,Toro Rosso,38,19,13.0,0.6842,15.0263,13.7105,1.3158,0,0.0,8,0.2105,0,0,9,13,0
2010,164,HRT,38,19,0.0,0.0,22.6579,18.9474,3.7105,0,0.0,15,0.3947,0,0,11,0,0
1989,22,Benetton,32,16,39.0,2.4375,12.75,12.5,0.25,0,0.0,13,0.4062,4,1,4,39,0
1989,6,Ferrari,30,16,59.0,3.6875,4.7333,13.6,-8.8667,0,0.0,21,0.7,9,3,3,59,0
1989,45,Osella,32,16,0.0,0.0,5.9062,28.4375,-22.5312,0,0.0,32,1.0,0,0,17,0,0
1989,34,Brabham,32,16,8.0,0.5,11.125,15.5,-4.375,0,0.0,20,0.625,1,0,9,8,0
1989,49,Zakspeed,31,16,0.0,0.0,1.4839,35.0323,-33.5484,0,0.0,31,1.0,0,0,19,0,0
1989,42,Coloni,32,16,0.0,0.0,3.3438,32.6875,-29.3438,0,0.0,32,1.0,0,0,18,0,0
1989,46,Onyx,32,16,6.0,0.375,8.6875,24.1562,-15.4688,0,0.0,28,0.875,1,0,10,6,0
1989,18,Minardi,32,16,6.0,0.375,13.8438,17.2812,-3.4375,0,0.0,22,0.6875,0,0,11,6,0
1989,1,McLaren,32,16,141.0,8.8125,1.875,7.3125,-5.4375,0,0.0,11,0.3438,18,10,1,141,1
1989,25,Tyrrell,32,16,16.0,1.0,14.5938,14.5312,0.0625,0,0.0,16,0.5,1,0,5,16,0
1989,35,Dallara,32,16,8.0,0.5,13.125,15.1562,-2.0312,0,0.0,17,0.5312,1,0,8,8,0
1989,33,Larrousse,32,16,1.0,0.0625,11.375,21.5,-10.125,0,0.0,27,0.8438,0,0,16,1,0
1989,21,Arrows,32,16,13.0,0.8125,16.625,13.0625,3.5625,0,0.0,16,0.5,1,0,7,13,0
1989,3,Williams,32,16,77.0,4.8125,6.3438,9.75,-3.4062,0,0.0,12,0.375,11,2,2,77,0
1989,37,March,32,16,4.0,0.25,15.2812,16.9375,-1.6562,0,0.0,25,0.7812,1,0,12,4,0
1989,27,Ligier,32,16,3.0,0.1875,13.3438,19.5625,-6.2188,0,0.0,21,0.6562,0,0,14,3,0
1989,32,Team Lotus,32,16,15.0,0.9375,14.9375,14.5,0.4375,0,0.0,20,0.625,0,0,6,15,0
1989,44,Euro Brun,16,16,0.0,0.0,0.0,34.6875,-34.6875,0,0.0,16,1.0,0,0,20,0,0
1989,48,Rial,32,16,3.0,0.1875,2.7812,28.4375,-25.6562,0,0.0,28,0.875,0,0,13,3,0
1989,39,AGS,31,16,1.0,0.0625,3.8065,30.7419,-26.9355,0,0.0,29,0.9355,0,0,15,1,0
1988,6,Ferrari,32,16,65.0,4.0625,5.125,10.5312,-5.4062,0,0.0,13,0.4062,8,1,2,65,0
1988,45,Osella,16,16,0.0,0.0,14.0625,23.1875,-9.125,0,0.0,14,0.875,0,0,16,0,0
1988,3,Williams,32,16,20.0,1.25,9.1562,14.4688,-5.3125,0,0.0,20,0.625,2,0,7,20,0
1988,42,Coloni,16,16,0.0,0.0,11.4375,22.625,-11.1875,0,0.0,12,0.75,0,0,14,0,0
1988,1,McLaren,32,16,199.0,12.4375,1.875,3.7188,-1.8438,0,0.0,5,0.1562,25,15,1,199,1
1988,48,Rial,16,16,3.0,0.1875,15.25,16.375,-1.125,0,0.0,13,0.8125,0,0,9,3,0
1988,33,Larrousse,32,16,0.0,0.0,17.5312,15.5938,1.9375,0,0.0,17,0.5312,0,0,11,0,0
1988,21,Arrows,32,16,23.0,1.4375,11.7188,12.0938,-0.375,0,0.0,14,0.4375,1,0,5,23,0
1988,37,March,32,16,22.0,1.375,10.7812,13.4688,-2.6875,0,0.0,15,0.4688,2,0,6,22,0
1988,22,Benetton,32,16,39.0,2.4375,7.8438,10.3125,-2.4688,0,0.0,11,0.3438,7,0,3,39,0
1988,44,Euro Brun,32,16,0.0,0.0,12.9688,22.5625,-9.5938,0,0.0,25,0.7812,0,0,17,0,0
1988,35,Dallara,16,16,0.0,0.0,15.75,18.125,-2.375,0,0.0,9,0.5625,0,0,12,0,0
1988,32,Team Lotus,32,16,23.0,1.4375,8.375,13.6875,-5.3125,0,0.0,15,0.4688,3,0,4,23,0
1988,27,Ligier,32,16,0.0,0.0,16.2188,20.5625,-4.3438,0,0.0,25,0.7812,0,0,15,0,0
1988,25,Tyrrell,32,16,5.0,0.3125,13.0,20.3125,-7.3125,0,0.0,23,0.7188,0,0,8,5,0
1988,49,Zakspeed,31,16,0.0,0.0,9.6774,23.7419,-14.0645,0,0.0,28,0.9032,0,0,18,0,0
1988,18,Minardi,32,16,1.0,0.0625,15.0,18.1875,-3.1875,0,0.0,19,0.5938,0,0,10,1,0
1988,39,AGS,16,16,0.0,0.0,16.5625,16.75,-0.1875,0,0.0,11,0.6875,0,0,13,0,0
1987,6,Ferrari,32,16,53.0,3.3125,5.5,12.75,-7.25,0,0.0,21,0.6562,6,2,4,53,0
1987,49,Zakspeed,32,16,2.0,0.125,17.25,16.0625,1.1875,0,0.0,23,0.7188,0,0,10,2,0
1987,3,Williams,32,16,137.0,8.5625,2.0938,7.3125,-5.2188,0,0.0,11,0.3438,18,9,1,137,0
1987,32,Team Lotus,32,16,64.0,4.0,9.5,9.2812,0.2188,0,0.0,11,0.3438,8,2,3,64,0
1987,34,Brabham,32,16,10.0,0.625,10.7188,17.2812,-6.5625,0,0.0,25,0.7812,2,0,8,10,0
1987,1,McLaren,32,16,76.0,4.75,7.0625,8.6562,-1.5938,0,0.0,11,0.3438,12,3,2,76,1
1987,21,Arrows,32,16,11.0,0.6875,11.375,13.8438,-2.4688,0,0.0,22,0.6875,0,0,7,11,0
1987,37,March,16,16,1.0,0.0625,21.6875,15.875,5.8125,0,0.0,10,0.625,0,0,13,1,0
1987,22,Benetton,32,16,28.0,1.75,6.8438,11.9062,-5.0625,0,0.0,18,0.5625,2,0,5,28,0
1987,45,Osella,19,16,0.0,0.0,21.4737,19.6316,1.8421,0,0.0,19,1.0,0,0,15,0,0
1987,18,Minardi,32,16,0.0,0.0,17.4062,19.4062,-2.0,0,0.0,29,0.9062,0,0,14,0,0
1987,25,Tyrrell,32,16,11.0,0.6875,20.6562,11.5,9.1562,0,0.0,8,0.25,0,0,6,11,0
1987,39,AGS,14,14,1.0,0.0714,23.2143,14.6429,8.5714,0,0.0,5,0.3571,0,0,12,1,0
1987,33,Larrousse,18,15,3.0,0.2,20.3889,13.5556,6.8333,0,0.0,9,0.5,0,0,9,3,0
1987,27,Ligier,30,15,1.0,0.0667,18.1,15.9667,2.1333,0,0.0,19,0.6333,0,0,11,1,0
1987,42,Coloni,2,2,0.0,0.0,13.0,26.5,-13.5,0,0.0,2,1.0,0,0,16,0,0
1986,22,Benetton,32,16,19.0,1.1875,7.9375,13.5312,-5.5938,0,0.0,19,0.5938,2,1,6,19,0
1986,25,Tyrrell,32,16,11.0,0.6875,16.6875,12.5312,4.1562,0,0.0,15,0.4688,0,0,7,11,0
1986,3,Williams,32,16,141.0,8.8125,3.3125,5.9375,-2.625,0,0.0,8,0.25,19,9,1,141,0
1986,32,Team Lotus,32,16,58.0,3.625,7.5,11.8438,-4.3438,0,0.0,17,0.5312,8,2,3,58,0
1986,6,Ferrari,32,16,37.0,2.3125,10.5625,11.5625,-1.0,0,0.0,18,0.5625,5,0,4,37,0
1986,18,Minardi,31,16,0.0,0.0,20.0645,19.129,0.9355,0,0.0,29,0.9355,0,0,12,0,0
1986,1,McLaren,32,16,96.0,6.0,5.375,8.7188,-3.3438,0,0.0,15,0.4688,12,4,2,96,1
1986,34,Brabham,31,16,2.0,0.125,12.5161,15.2581,-2.7419,0,0.0,23,0.7419,0,0,9,2,0
1986,21,Arrows,31,16,1.0,0.0625,18.3226,12.4194,5.9032,0,0.0,17,0.5484,0,0,10,1,0
1986,49,Zakspeed,29,16,0.0,0.0,21.2414,16.6552,4.5862,0,0.0,20,0.6897,0,0,11,0,0
1986,45,Osella,32,16,0.0,0.0,23.25,19.7812,3.4688,0,0.0,28,0.875,0,0,13,0,0
1986,27,Ligier,32,16,29.0,1.8125,9.4062,10.4688,-1.0625,0,0.0,14,0.4375,2,0,5,29,0
1986,26,Lola,32,16,6.0,0.375,14.6562,16.1875,-1.5312,0,0.0,24,0.75,0,0,8,6,0
1986,39,AGS,2,2,0.0,0.0,25.0,21.0,4.0,0,0.0,2,1.0,0,0,14,0,0
1985,21,Arrows,32,16,14.0,0.875,13.0625,11.0938,1.9688,0,0.0,11,0.3438,1,0,8,14,0
1985,25,Tyrrell,30,16,7.0,0.4375,19.8333,11.8,8.0333,0,0.0,13,0.4333,0,0,9,7,0
1985,18,Minardi,15,15,0.0,0.0,23.8,17.2667,6.5333,0,0.0,13,0.8667,0,0,11,0,0
1985,3,Williams,32,16,71.0,4.4375,4.6875,10.8438,-6.1562,0,0.0,15,0.4688,8,4,3,71,0
1985,32,Team Lotus,32,16,71.0,4.4375,4.875,8.4688,-3.5938,0,0.0,14,0.4375,9,3,4,71,0
1985,6,Ferrari,32,16,82.0,5.125,8.9062,9.1562,-0.25,0,0.0,13,0.4062,10,2,2,82,0
1985,27,Ligier,30,15,23.0,1.5333,15.0333,13.0,2.0333,0,0.0,16,0.5333,4,0,6,23,0
1985,50,RAM,25,14,0.0,0.0,19.2,19.0,0.2,0,0.0,22,0.88,0,0,13,0,0
1985,1,McLaren,31,16,90.0,5.625,7.6129,8.4839,-0.871,0,0.0,15,0.4839,12,6,1,90,1
1985,4,Renault,31,15,16.0,1.0667,11.5484,13.3226,-1.7742,0,0.0,18,0.5806,2,0,7,16,0
1985,51,Alfa Romeo,32,16,0.0,0.0,14.4688,16.9375,-2.4688,0,0.0,24,0.75,0,0,12,0,0
1985,34,Brabham,32,16,26.0,1.625,9.0625,13.5938,-4.5312,0,0.0,19,0.5938,2,1,5,26,0
1985,45,Osella,15,15,0.0,0.0,21.9333,15.5333,6.4,0,0.0,10,0.6667,0,0,10,0,0
1985,52,Spirit,3,3,0.0,0.0,26.3333,21.0,5.3333,0,0.0,3,1.0,0,0,16,0,0
1985,49,Zakspeed,10,10,0.0,0.0,22.4,21.0,1.4,0,0.0,9,0.9,0,0,14,0,0
1985,53,Toleman,20,13,0.0,0.0,13.3,19.0,-5.7,0,0.0,19,0.95,0,0,15,0,0
1985,26,Lola,4,4,0.0,0.0,21.0,21.5,-0.5,0,0.0,4,1.0,0,0,17,0,0
1984,25,Tyrrell,26,13,0.0,0.0,17.4231,16.3462,1.0769,0,0.0,26,1.0,0,0,15,0,0
1984,32,Team Lotus,32,16,47.0,2.9375,6.5625,10.5625,-4.0,0,0.0,17,0.5312,6,0,3,47,0
1984,53,Toleman,29,16,16.0,1.0,12.4828,16.3103,-3.8276,0,0.0,20,0.6897,3,0,7,16,0
1984,6,Ferrari,32,16,57.0,3.5625,8.75,10.375,-1.625,0,0.0,14,0.4375,8,1,2,58,0
1984,27,Ligier,31,16,3.0,0.1875,16.7097,15.1613,1.5484,0,0.0,20,0.6452,0,0,10,3,0
1984,50,RAM,31,16,0.0,0.0,21.6129,18.0968,3.5161,0,0.0,22,0.7097,0,0,14,0,0
1984,1,McLaren,32,16,143.0,8.9375,5.3438,6.6875,-1.3438,0,0.0,11,0.3438,18,12,1,144,1
1984,4,Renault,32,16,34.0,2.125,6.5938,11.7188,-5.125,0,0.0,22,0.6875,5,0,5,34,0
1984,51,Alfa Romeo,32,16,11.0,0.6875,13.375,15.25,-1.875,0,0.0,25,0.7812,1,0,8,11,0
1984,21,Arrows,32,16,6.0,0.375,16.8125,15.2812,1.5312,0,0.0,21,0.6562,0,0,9,6,0
1984,34,Brabham,32,16,38.0,2.375,8.0938,12.1562,-4.0625,0,0.0,20,0.625,5,2,4,38,0
1984,45,Osella,24,16,2.0,0.125,20.375,17.5,2.875,0,0.0,18,0.75,0,0,11,2,0
1984,3,Williams,32,16,26.0,1.625,11.25,15.1562,-3.9062,0,0.0,23,0.7188,2,1,6,26,0
1984,54,ATS,17,16,0.0,0.0,13.2941,17.2353,-3.9412,0,0.0,13,0.7647,0,0,12,0,0
1984,52,Spirit,16,16,0.0,0.0,21.0,15.25,5.75,0,0.0,10,0.625,0,0,13,0,0
1983,32,Team Lotus,30,15,12.0,0.8,10.8667,16.0333,-5.1667,0,0.0,21,0.7,1,0,8,12,0
1983,25,Tyrrell,30,15,12.0,0.8,18.1333,14.8667,3.2667,0,0.0,16,0.5333,1,1,7,12,0
1983,51,Alfa Romeo,30,15,18.0,1.2,10.8667,15.1667,-4.3,0,0.0,20,0.6667,2,0,6,18,0
1983,4,Renault,30,15,79.0,5.2667,6.0667,9.4667,-3.4,0,0.0,11,0.3667,11,4,2,79,0
1983,53,Toleman,30,15,10.0,0.6667,11.5,15.0,-3.5,0,0.0,20,0.6667,0,0,9,10,0
1983,34,Brabham,30,15,72.0,4.8,5.7333,10.9,-5.1667,0,0.0,16,0.5333,10,4,3,72,0
1983,45,Osella,30,15,0.0,0.0,13.2333,22.4333,-9.2,0,0.0,28,0.9333,0,0,15,0,0
1983,6,Ferrari,30,15,89.0,5.9333,3.1667,8.7333,-5.5667,0,0.0,10,0.3333,12,4,1,89,0
1983,3,Williams,31,15,38.0,2.5333,12.4839,11.2258,1.2581,0,0.0,11,0.3548,3,1,4,38,0
1983,21,Arrows,30,15,4.0,0.2667,17.0,11.9333,5.0667,0,0.0,9,0.3,0,0,10,4,0
1983,54,ATS,15,15,0.0,0.0,11.6,17.4,-5.8,0,0.0,11,0.7333,0,0,14,0,0
1983,1,McLaren,30,15,34.0,2.2667,15.8,13.8,2.0,0,0.0,18,0.6,5,1,5,34,1
1983,55,Theodore,27,14,1.0,0.0714,16.5556,18.037,-1.4815,0,0.0,17,0.6296,0,0,11,1,0
1983,50,RAM,15,14,0.0,0.0,5.0,25.4667,-20.4667,0,0.0,13,0.8667,0,0,16,0,0
1983,27,Ligier,30,15,0.0,0.0,19.1667,16.0333,3.1333,0,0.0,18,0.6,0,0,12,0,0
1983,52,Spirit,6,6,0.0,0.0,16.0,16.8333,-0.8333,0,0.0,3,0.5,0,0,13,0,0
1982,32,Team Lotus,30,15,30.0,2.0,14.2667,12.6333,1.6333,0,0.0,15,0.5,2,1,6,30,0
1982,25,Tyrrell,32,16,25.0,1.5625,14.9688,10.5938,4.375,0,0.0,12,0.375,2,1,7,25,0
1982,51,Alfa Romeo,32,16,7.0,0.4375,9.3125,14.8438,-5.5312,0,0.0,21,0.6562,1,0,9,7,0
1982,4,Renault,32,16,62.0,3.875,3.125,12.0312,-8.9062,0,0.0,21,0.6562,8,4,3,62,0
1982,53,Toleman,28,14,0.0,0.0,10.3214,22.5357,-12.2143,0,0.0,26,0.9286,0,0,16,0,0
1982,34,Brabham,30,15,41.0,2.7333,5.9,14.3667,-8.4667,0,0.0,21,0.7,5,2,5,41,0
1982,27,Ligier,30,15,20.0,1.3333,15.5333,15.1333,0.4,0,0.0,21,0.7,4,0,8,20,0
1982,3,Williams,30,15,58.0,3.8667,8.6667,8.4667,0.2,0,0.0,12,0.4,7,1,4,58,0
1982,54,ATS,32,16,4.0,0.25,15.5625,18.3125,-2.75,0,0.0,23,0.7188,0,0,11,4,0
1982,1,McLaren,29,15,69.0,4.6,9.7586,8.8276,0.931,0,0.0,12,0.4138,8,4,2,69,1
1982,21,Arrows,30,15,5.0,0.3333,16.6,14.9,1.7,0,0.0,14,0.4667,0,0,10,5,0
1982,56,Fittipaldi,14,14,1.0,0.0714,15.0,19.1429,-4.1429,0,0.0,8,0.5714,0,0,13,1,0
1982,57,Ensign,15,15,0.0,0.0,10.5333,22.5333,-12.0,0,0.0,14,0.9333,0,0,15,0,0
1982,37,March,35,15,0.0,0.0,14.2,20.0857,-5.8857,0,0.0,24,0.6857,0,0,14,0,0
1982,45,Osella,24,16,3.0,0.1875,13.25,21.9583,-8.7083,0,0.0,21,0.875,0,0,12,3,0
1982,6,Ferrari,27,16,74.0,4.625,4.6667,10.9259,-6.2593,0,0.0,11,0.4074,11,3,1,74,0
1982,55,Theodore,15,15,0.0,0.0,11.2667,23.3333,-12.0667,0,0.0,14,0.9333,0,0,17,0,0
1981,32,Team Lotus,30,15,22.0,1.4667,9.9667,13.4333,-3.4667,0,0.0,15,0.5,1,0,7,22,0
1981,1,McLaren,30,15,28.0,1.8667,11.2333,12.3333,-1.1,0,0.0,15,0.5,4,1,6,28,1
1981,4,Renault,30,15,54.0,3.6,5.5667,12.6333,-7.0667,0,0.0,17,0.5667,7,3,3,54,0
1981,21,Arrows,30,15,10.0,0.6667,11.1,17.7,-6.6,0,0.0,22,0.7333,2,0,8,10,0
1981,54,ATS,16,15,1.0,0.0667,12.6875,19.4375,-6.75,0,0.0,12,0.75,0,0,13,1,0
1981,34,Brabham,30,15,61.0,4.0667,8.3667,10.4667,-2.1,0,0.0,15,0.5,7,3,2,61,0
1981,51,Alfa Romeo,30,15,10.0,0.6667,12.2333,12.0667,0.1667,0,0.0,16,0.5333,1,0,9,10,0
1981,25,Tyrrell,30,15,10.0,0.6667,16.1,15.0333,1.0667,0,0.0,19,0.6333,0,0,10,10,0
1981,27,Ligier,30,15,44.0,2.9333,11.1667,13.6667,-2.5,0,0.0,20,0.6667,7,2,4,44,0
1981,55,Theodore,15,15,1.0,0.0667,16.6667,14.2,2.4667,0,0.0,7,0.4667,0,0,12,1,0
1981,57,Ensign,16,15,5.0,0.3333,18.3125,15.25,3.0625,0,0.0,10,0.625,0,0,11,5,0
1981,56,Fittipaldi,28,14,0.0,0.0,9.0357,21.0,-11.9643,0,0.0,23,0.8214,0,0,15,0,0
1981,3,Williams,30,15,95.0,6.3333,4.1333,7.4667,-3.3333,0,0.0,7,0.2333,13,4,1,95,0
1981,37,March,20,15,0.0,0.0,9.0,21.55,-12.55,0,0.0,16,0.8,0,0,14,0,0
1981,6,Ferrari,30,15,34.0,2.2667,8.8333,13.2667,-4.4333,0,0.0,16,0.5333,3,2,5,34,0
1981,45,Osella,30,15,0.0,0.0,8.1,22.4667,-14.3667,0,0.0,25,0.8333,0,0,16,0,0
1981,53,Toleman,24,12,0.0,0.0,1.875,27.0,-25.125,0,0.0,23,0.9583,0,0,17,0,0
1980,1,McLaren,28,14,11.0,0.7857,13.1429,13.5714,-0.4286,0,0.0,15,0.5357,0,0,9,11,1
1980,21,Arrows,29,14,11.0,0.7857,13.1379,14.2414,-1.1034,0,0.0,14,0.4828,1,0,7,11,0
1980,54,ATS,18,14,0.0,0.0,10.4444,17.3333,-6.8889,0,0.0,13,0.7222,0,0,12,0,0
1980,34,Brabham,28,14,55.0,3.9286,9.5,11.6071,-2.1071,0,0.0,12,0.4286,6,3,3,55,0
1980,58,Shadow,14,7,0.0,0.0,1.7143,24.8571,-23.1429,0,0.0,14,1.0,0,0,15,0,0
1980,51,Alfa Romeo,26,14,4.0,0.2857,11.0769,16.4231,-5.3462,0,0.0,23,0.8846,0,0,11,4,0
1980,45,Osella,14,14,0.0,0.0,13.2143,20.6429,-7.4286,0,0.0,13,0.9286,0,0,14,0,0
1980,4,Renault,27,14,38.0,2.7143,7.0741,12.7037,-5.6296,0,0.0,16,0.5926,4,3,4,38,0
1980,27,Ligier,28,14,66.0,4.7143,6.2857,9.25,-2.9643,0,0.0,11,0.3929,10,2,2,66,0
1980,32,Team Lotus,31,14,14.0,1.0,12.4194,14.9677,-2.5484,0,0.0,22,0.7097,1,0,5,14,0
1980,56,Fittipaldi,28,14,11.0,0.7857,15.9286,14.6429,1.2857,0,0.0,15,0.5357,2,0,8,11,0
1980,3,Williams,38,14,120.0,8.5714,5.1053,9.9211,-4.8158,0,0.0,12,0.3158,18,6,1,120,0
1980,25,Tyrrell,30,14,12.0,0.8571,15.8667,14.1667,1.7,0,0.0,15,0.5,0,0,6,12,0
1980,6,Ferrari,28,14,8.0,0.5714,13.6429,12.25,1.3929,0,0.0,12,0.4286,0,0,10,8,0
1980,57,Ensign,16,14,0.0,0.0,11.5625,20.0,-8.4375,0,0.0,13,0.8125,0,0,13,0,0
1979,21,Arrows,30,15,5.0,0.3333,15.7333,14.2667,1.4667,0,0.0,15,0.5,0,0,9,5,0
1979,58,Shadow,30,15,3.0,0.2,17.8667,15.3667,2.5,0,0.0,16,0.5333,0,0,10,3,0
1979,204,Brabham-Alfa Romeo,26,13,7.0,0.5385,9.4231,16.0769,-6.6538,0,0.0,21,0.8077,0,0,8,7,0
1979,4,Renault,30,15,26.0,1.7333,7.4333,15.5,-8.0667,0,0.0,22,0.7333,4,1,6,26,0
1979,27,Ligier,30,15,61.0,4.0667,7.6333,11.4667,-3.8333,0,0.0,17,0.5667,8,3,3,61,0
1979,1,McLaren,30,15,15.0,1.0,14.4667,13.5,0.9667,0,0.0,16,0.5333,1,0,7,15,1
1979,3,Williams,30,15,75.0,5.0,8.4667,9.5,-1.0333,0,0.0,12,0.4,10,5,2,75,0
1979,25,Tyrrell,32,15,28.0,1.8667,11.3438,10.25,1.0938,0,0.0,14,0.4375,4,0,5,28,0
1979,32,Team Lotus,41,15,39.0,2.6,11.9512,13.4146,-1.4634,0,0.0,24,0.5854,5,0,4,39,0
1979,6,Ferrari,30,15,113.0,7.5333,5.6,5.2,0.4,0,0.0,6,0.2,13,6,1,113,0
1979,57,Ensign,15,15,0.0,0.0,9.2667,20.2,-10.9333,0,0.0,12,0.8,0,0,15,0,0
1979,56,Fittipaldi,17,15,1.0,0.0667,15.6471,15.8824,-0.2353,0,0.0,9,0.5294,0,0,12,1,0
1979,59,Wolf,15,15,0.0,0.0,12.8,16.5333,-3.7333,0,0.0,13,0.8667,0,0,14,0,0
1979,60,Merzario,15,15,0.0,0.0,2.9333,26.0,-23.0667,0,0.0,15,1.0,0,0,18,0,0
1979,54,ATS,15,15,2.0,0.1333,14.6,16.9333,-2.3333,0,0.0,11,0.7333,0,0,11,2,0
1979,61,Kauhsen,2,2,0.0,0.0,0.0,27.5,-27.5,0,0.0,2,1.0,0,0,19,0,0
1979,51,Alfa Romeo,7,5,0.0,0.0,15.2857,18.2857,-3.0,0,0.0,5,0.7143,0,0,16,0,0
1979,62,Rebaque,3,3,0.0,0.0,7.3333,24.0,-16.6667,0,0.0,3,1.0,0,0,17,0,0
1979,182,Brabham-Ford,5,2,0.0,0.0,6.4,14.2,-7.8,0,0.0,4,0.8,0,0,13,0,0
1978,55,Theodore,7,7,0.0,0.0,3.4286,26.1429,-22.7143,0,0.0,7,1.0,0,0,18,0,0
1978,27,Ligier,16,16,19.0,1.1875,10.125,8.1875,1.9375,0,0.0,4,0.25,2,0,6,19,0
1978,1,McLaren,55,16,16.0,1.0,12.1273,14.9818,-2.8545,0,0.0,31,0.5636,1,0,8,15,1
1978,3,Williams,16,16,11.0,0.6875,10.125,12.5625,-2.4375,0,0.0,7,0.4375,1,0,9,11,0
1978,34,Brabham,33,16,69.0,4.3125,5.8182,11.1818,-5.3636,0,0.0,15,0.4545,10,2,3,53,0
1978,54,ATS,32,16,0.0,0.0,12.0,19.1875,-7.1875,0,0.0,19,0.5938,0,0,15,0,0
1978,6,Ferrari,32,16,65.0,4.0625,6.4688,9.5,-3.0312,0,0.0,10,0.3125,9,5,2,58,0
1978,25,Tyrrell,32,16,41.0,2.5625,14.3125,12.625,1.6875,0,0.0,14,0.4375,5,1,4,38,0
1978,32,Team Lotus,48,16,116.0,7.25,5.9792,12.7083,-6.7292,0,0.0,23,0.4792,14,8,1,86,0
1978,63,Surtees,31,16,1.0,0.0625,11.9355,20.1613,-8.2258,0,0.0,24,0.7742,0,0,13,1,0
1978,59,Wolf,22,16,24.0,1.5,10.7727,12.6818,-1.9091,0,0.0,10,0.4545,4,0,5,24,0
1978,58,Shadow,34,16,6.0,0.375,12.7941,18.1765,-5.3824,0,0.0,23,0.6765,0,0,11,6,0
1978,56,Fittipaldi,16,16,17.0,1.0625,12.625,11.5625,1.0625,0,0.0,6,0.375,1,0,7,17,0
1978,60,Merzario,17,16,0.0,0.0,10.9412,23.4118,-12.4706,0,0.0,16,0.9412,0,0,17,0,0
1978,57,Ensign,24,16,1.0,0.0625,13.75,19.625,-5.875,0,0.0,19,0.7917,0,0,14,1,0
1978,64,Hesketh,6,6,0.0,0.0,4.1667,27.0,-22.8333,0,0.0,6,1.0,0,0,19,0,0
